pmcid,question,answer,
11718668,What perspective was used for the cost-effectiveness analysis and budget impact analysis of rHuEPO in Brazil (pmcid=11718668)?,The cost-effectiveness analysis and budget impact analysis of rHuEPO in Brazil (pmcid=11718668) were performed from the Brazilian Unified Health System (SUS) perspective.,24b712fdb41b9ada749020360a779150
11718668,What impact did the decision tree assess regarding rHuEPO's effect on reducing blood transfusions (pmcid=11718668)?,The decision tree assessed rHuEPO's impact on reducing blood transfusions.,24b712fdb41b9ada749020360a779150
11718668,What was considered in the analysis of Quality-adjusted life year (QALY) for transfusion dependency and direct medical costs related to rHuEPO and transfusion (pmcid=11718668)?,Transfusion dependency and direct medical costs related to rHuEPO and transfusion were considered in the analysis of Quality-adjusted life year (QALY) (pmcid=11718668).,24b712fdb41b9ada749020360a779150
11718668,What indication do SCD patients with worsening kidney function and Hb levels enter the model with in the study (pmcid=11718668)?,Receiving regular transfusions,24b712fdb41b9ada749020360a779150
11718668,What was the population estimated for the budget impact analysis (pmcid=11718668)?,The population estimated for the budget impact analysis in the study with pmcid=11718668 was based on epidemiological data.,24b712fdb41b9ada749020360a779150
11718668,What were the cost savings per patient/year when comparing rHuEPO+standard care to standard care (pmcid=11718668)?,"The cost savings per patient/year when comparing rHuEPO+standard care to standard care in the study with pmcid=11718668 were BRL11,564 (USD2,362).",24b712fdb41b9ada749020360a779150
11718668,What was the dominant alternative in terms of clinical benefit and total cost (pmcid=11718668)?,rHuEPO,24b712fdb41b9ada749020360a779150
11718668,How many patients per year were included in the eligible population at BIA (pmcid=11718668)?,"5,274 patients per year",24b712fdb41b9ada749020360a779150
11718668,What was the total direct cost of acquiring rHuEPO for the total eligible population over five years (pmcid=11718668)?,"The total direct cost of acquiring rHuEPO for the total eligible population over five years was BRL13,737,129 (USD2,806,016).",24b712fdb41b9ada749020360a779150
11718668,What savings were demonstrated by the budget impact analysis over five years (pmcid=11718668)?,"The budget impact analysis demonstrated savings of BRL96,545,791 (USD19,720,936) accumulated over five years.",24b712fdb41b9ada749020360a779150
11718668,"What is uncommon in health technology assessments, especially in rare diseases, according to the sentence provided? (pmcid=11718668)","Health technology assessments showing the new alternative as dominant are uncommon, especially in rare diseases.",24b712fdb41b9ada749020360a779150
11718668,What would be the result of incorporating rHuEPO in terms of savings and its contribution to the sustainability of the Sistema Único de Saúde in Brazil (pmcid=11718668)?,"Incorporating rHuEPO would result in savings that may contribute to the sustainability of the Sistema Único de Saúde, Brazil's national health system.",24b712fdb41b9ada749020360a779150
10902956,What was proven previously in terms of efficacy in relapsed-refractory multiple myeloma (RRMM) (pmcid=10902956)?,"The prominent efficacy in terms of increasing progression-free survival (PFS) of Daratumumab, Lenalidomide and dexamethasone (DRd) triplet therapy versus Carfilzomib, Lenalidomide and dexamethasone (KRd) was proven previously in relapsed-refractory multiple myeloma (RRMM).",38cd94ea566707e7dd48410fea0e733e
10902956,What is the cost effectiveness comparison being made in the study (pmcid=10902956)?,"The cost effectiveness comparison being made in the study with pmcid=10902956 is between Daratumumab, Lenalidomide, and dexamethasone (DRd) versus Carfilzomib, Lenalidomide, and dexamethasone (KRd) for relapsed-refractory multiple myeloma.",38cd94ea566707e7dd48410fea0e733e
10902956,"What perspective was used in the analysis of the healthcare cost, QALYs, and LYG for DRd and KRd triplet therapies (pmcid=10902956)?","The analysis of the healthcare cost, QALYs, and LYG for DRd and KRd triplet therapies in the study with pmcid=10902956 was conducted using an Iranian payer perspective.",38cd94ea566707e7dd48410fea0e733e
10902956,What type of data were obtained for the analysis (pmcid=10902956)?,Clinical data,38cd94ea566707e7dd48410fea0e733e
10902956,What type of analysis was performed to assess model uncertainty in the study by Goudarzi Z et al. (pmcid=10902956)?,One-way and probabilistic sensitivity analysis,38cd94ea566707e7dd48410fea0e733e
10902956,What was analyzed in terms of budget impact under the DRd triplet therapy for relapsed-refractory multiple myeloma (pmcid=10902956)?,The budget impact analysis of 5 years of treatment under the DRd triplet therapy was analyzed for relapsed-refractory multiple myeloma.,38cd94ea566707e7dd48410fea0e733e
10902956,What was the estimated QALY gain of DRd compared to KRd (pmcid=10902956)?,0.28 QALY,38cd94ea566707e7dd48410fea0e733e
10902956,How much did DRd-treated patients incur in total additional costs? (pmcid=10902956),$264,38cd94ea566707e7dd48410fea0e733e
10902956,"What were the incremental cost utility ratio (ICUR) and cost effectiveness ratio (ICER) for Daratumumab, Lenalidomide, and dexamethasone in the study (pmcid=10902956)?","The incremental cost utility ratio (ICUR) was $956 per quality-adjusted life year (QALY) and the cost effectiveness ratio (ICER) was $472 per life year gained (LYG) for Daratumumab, Lenalidomide, and dexamethasone in the study with pmcid=10902956.",38cd94ea566707e7dd48410fea0e733e
10902956,What is the estimated increase in healthcare system expenses in the first 5 years by adding Daratumumab to the Lenalidomide and dexamethasone regimen (pmcid=10902956)?,"The estimated increase in healthcare system expenses in the first 5 years by adding Daratumumab to the Lenalidomide and dexamethasone regimen is $6,170,582.",38cd94ea566707e7dd48410fea0e733e
10902956,What is the conclusion regarding the cost-effectiveness of DRd triplet therapy compared to KRd for RRMM under Iran's willingness-to-pay threshold (pmcid=10902956)?,The conclusion is that DRd triplet therapy is a cost-effective regimen for relapsed-refractory multiple myeloma (RRMM) compared to KRd under Iran's willingness-to-pay threshold.,38cd94ea566707e7dd48410fea0e733e
11280244,What has Durvalumab shown to improve in patients with stage III non-small cell lung cancer who respond to chemoradiotherapy (pmcid=11280244)?,Survival,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What immunotherapies does the Chilean healthcare system provide access to for the condition mentioned in the abstract (pmcid=11280244)?,The Chilean healthcare system provides access to durvalumab for stage III non–small cell lung cancer.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What did the present study seek to estimate in the context of the Chilean healthcare system (pmcid=11280244)?,The present study sought to estimate the budget impact of durvalumab versus standard of care in the context of the Chilean healthcare system.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What research design and methods were used to compare two strategies in the study (pmcid=11280244)?,A partitioned survival model was adapted to compare two strategies: durvalumab as consolidation therapy and standard of care for treating stage III NSCLC.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What was the time horizon modeled for in the budget impact analysis of durvalumab consolidation therapy vs no consolidation therapy after chemoradiotherapy in stage III non–small cell lung cancer in the context of the Chilean health care system (pmcid=11280244)?,The time horizon modeled for in the budget impact analysis was 5 years.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What were the model inputs based on in the budget impact analysis of durvalumab consolidation therapy vs no consolidation therapy after chemoradiotherapy in stage III non–small cell lung cancer in the context of the Chilean health care system (pmcid=11280244)?,The model inputs were based on published literature.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What exchange rate was used to convert Chilean pesos to USD dollars in the study (pmcid=11280244)?,USD 1 = CLP 827,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What scenario analyses were performed in the study (pmcid=11280244)?,"Scenario analyses were performed to assess different subsequent therapy splits, variations in the target population, and dosage of durvalumab.",5b9ade8253afeb6aaef16e9bfcc57769
11280244,What were the projected total costs of Durvalumab uptake in Year 1 to Year 5 from the public perspective (pmcid=11280244)?,The projected total costs of Durvalumab uptake ranged from USD 1.27 in Year 1 to 8.5 million in Year 5 from the public perspective.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What is the budget impact for the first year from the private perspective in 2028 (pmcid=11280244)?,The budget impact for the first year from the private perspective in 2028 is USD 1.3 million to USD 3 million.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What does the difference in budget impact between durvalumab consolidation therapy and no consolidation therapy rely on (pmcid=11280244)?,The difference in budget impact between durvalumab consolidation therapy and no consolidation therapy relies mostly on the lower number of patients treated.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What cost savings were anticipated over the time horizon in the budget impact analysis of durvalumab consolidation therapy vs no consolidation therapy after chemoradiotherapy in stage III non–small cell lung cancer in the context of the Chilean health care system (pmcid=11280244)?,"Cost savings were anticipated over the time horizon through reduced monitoring, adverse events, and end-of-life expenses in the budget impact analysis of durvalumab consolidation therapy vs no consolidation therapy after chemoradiotherapy in stage III non–small cell lung cancer in the context of the Chilean health care system.",5b9ade8253afeb6aaef16e9bfcc57769
11280244,What does this study demonstrate about the inclusion of Durvalumab for NSCLC in Chile (pmcid=11280244)?,This study demonstrates that the inclusion of Durvalumab for NSCLC in Chile represents an investment in the Chilean health system.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What do the incremental costs align with in the context of the study (pmcid=11280244)?,The incremental costs align with clinical benefits and potential savings in healthcare resource utilization.,5b9ade8253afeb6aaef16e9bfcc57769
11280244,What type of analysis is needed to evaluate the economic value of durvalumab consolidation therapy in the context of the Chilean health care system (pmcid=11280244)?,A comprehensive cost-effectiveness analysis is needed to evaluate the economic value of durvalumab consolidation therapy in the context of the Chilean health care system.,5b9ade8253afeb6aaef16e9bfcc57769
11329540,What were general practitioners in Italy allowed to prescribe in 2022 under National Health Service reimbursement (pmcid=11329540)?,SGLT2i,b35ba1a91d2175af0c85da1b23089f19
11329540,"What trial demonstrated the reduction in risk of hospitalization for heart failure, CV death, and kidney disease progression with dapagliflozin (pmcid=11329540)?",DECLARE-TIMI 58,b35ba1a91d2175af0c85da1b23089f19
11329540,What did the study evaluate (pmcid=11329540)?,The study evaluated the health and economic impact of dapagliflozin for type 2 diabetes patients who had or were at risk for atherosclerotic cardiovascular disease in the Italian general practitioners setting.,b35ba1a91d2175af0c85da1b23089f19
11329540,What was developed to assess the health and economic impact of introducing dapagliflozin in GPs setting (pmcid=11329540)?,A budget impact model was developed.,b35ba1a91d2175af0c85da1b23089f19
11329540,What perspective was adopted for the analysis of the health and economic impact of dapagliflozin for type 2 diabetes patients in Italy (pmcid=11329540)?,The Italian NHS perspective was adopted for the analysis.,b35ba1a91d2175af0c85da1b23089f19
11329540,What scenarios were compared in the budget impact analysis conducted by Cortesi PA et al. (pmcid=11329540)?,"The scenarios compared in the budget impact analysis conducted by Cortesi PA et al. were scenario B, where dapagliflozin and other antidiabetic therapies were available for GPs prescription, and scenario A, where only other antidiabetic therapies were available.",b35ba1a91d2175af0c85da1b23089f19
11329540,What trial was used to capture rates of occurrence of cardiovascular and renal complications as well as adverse events in the study (pmcid=11329540)?,DECLARE-TIMI 58 trial,b35ba1a91d2175af0c85da1b23089f19
11329540,What were the one-way sensitivity analyses conducted to test the impact of (pmcid=11329540)?,The one-way sensitivity analyses conducted to test the impact of pmcid=11329540 were to test the impact of model parameters on the budget impact.,b35ba1a91d2175af0c85da1b23089f19
11329540,How many patients were estimated to be eligible for treatment with dapagliflozin in the Italian general practitioners setting each simulated year (pmcid=11329540)?,"Around 442,000 patients were estimated to be eligible for treatment with dapagliflozin in the Italian general practitioners setting each simulated year.",b35ba1a91d2175af0c85da1b23089f19
11329540,What was the reduction in the occurrence of cardiovascular and renal complications associated with scenario B compared to scenario A over the 3 years simulated (pmcid=11329540)?,1.83%,b35ba1a91d2175af0c85da1b23089f19
11329540,What were the overall cost savings in scenario A for the study on dapagliflozin for type 2 diabetes patients in the Italian general practitioners setting (pmcid=11329540)?,"The overall cost savings in scenario A for the study on dapagliflozin for type 2 diabetes patients in the Italian general practitioners setting were 102,692,305€: 14,521,464€ in the first year, 33,007,064€ in the second year, and 55,163,777€ in the third year.",b35ba1a91d2175af0c85da1b23089f19
11329540,What factors had the largest impact on the results in the budget impact analysis for dapagliflozin in type 2 diabetes patients at risk for atherosclerotic cardiovascular disease in the Italian general practitioners setting (pmcid=11329540)?,"The factors with the largest impact on the results in the budget impact analysis for dapagliflozin in type 2 diabetes patients at risk for atherosclerotic cardiovascular disease in the Italian general practitioners setting were the cost of drug acquisition, the probability of cardiovascular events, and the percentage of patients potentially eligible for the treatment.",b35ba1a91d2175af0c85da1b23089f19
11329540,"What impact does the use of dapagliflozin have on the number of CVD events, kidney disease progression, and healthcare costs in Italy (pmcid=11329540)?","The use of dapagliflozin in the Italian general practitioners setting reduces the number of CVD events, kidney disease progression, and healthcare costs in Italy.",b35ba1a91d2175af0c85da1b23089f19
11329540,What should be considered to optimize the value produced for T2D patients who had or were at risk for atherosclerotic cardiovascular disease (pmcid=11329540)?,These data should be considered to optimize the value produced for T2D patients who had or were at risk for atherosclerotic cardiovascular disease.,b35ba1a91d2175af0c85da1b23089f19
11749450,What is the objective of the study (pmcid=11749450)?,The objective of the study with pmcid=11749450 is to evaluate the cost-utility of botulinum toxin A (BoNT-A) for treating upper limb (UL) and lower limb (LL) post-stroke spasticity.,c960b34e47782b89821ac542ef102c34
11749450,What perspective was adopted for the cost-utility analysis in the study (pmcid=11749450)?,The cost-utility analysis in the study (pmcid=11749450) adopted a societal perspective.,c960b34e47782b89821ac542ef102c34
11749450,"What data sources were used to derive costs, utilities, transitional probabilities, and treatment efficacy in the study (pmcid=11749450)?","Costs, utilities, transitional probabilities, and treatment efficacy were derived from 5-year retrospective data from tertiary hospitals and meta-analysis.",c960b34e47782b89821ac542ef102c34
11749450,What analyses were performed in the study (pmcid=11749450)?,Uncertainty analyses were performed.,c960b34e47782b89821ac542ef102c34
11749450,What is the setting for the study on Botulinum toxin type A for the treatment of patients with post-stroke spasticity in Thailand (pmcid=11749450)?,The setting for the study on Botulinum toxin type A for the treatment of patients with post-stroke spasticity in Thailand (pmcid=11749450) is tertiary hospitals in Thailand.,c960b34e47782b89821ac542ef102c34
11749450,What was the cohort of participants in the study (pmcid=11749450)?,The cohort of participants in the study with pmcid=11749450 were post-stroke patients aged 55 years with upper limb (UL) or lower limb (LL) spasticity and a Modified Ashworth Scale score of ≥1+.,c960b34e47782b89821ac542ef102c34
11749450,What interventions were compared in the study (pmcid=11749450)?,"BoNT-A (abobotulinumtoxinA: aboBoNT-A, onabotulinumtoxinA: onaBoNT-A or prabotulinumtoxinA: praBoNT-A) combined with SoC versus SoC alone.",c960b34e47782b89821ac542ef102c34
11749450,What cost-effectiveness threshold was considered in the analysis (pmcid=11749450)?,"The cost-effectiveness threshold considered in the analysis was 160,000 THB (US$4468) per QALY gained.",c960b34e47782b89821ac542ef102c34
11749450,What combination yielded the highest QALYs gained for patients with post-stroke spasticity in Thailand (pmcid=11749450)?,The combination of aboBoNT-A and SoC yielded the highest QALYs gained for patients with post-stroke spasticity in Thailand.,c960b34e47782b89821ac542ef102c34
11749450,What were the additional costs for treating UL and LL cases according to the abstract sentence (pmcid=11749450)?,"The additional costs for treating UL and LL cases were highest for onaBoNT-A US$75 and US$95, respectively, followed by aboBoNT-A and praBoNT-A.",c960b34e47782b89821ac542ef102c34
11749450,"What are the ICER values for treating UL with aboBoNT-A, onaBoNT-A, and praBoNT-A? (pmcid=11749450)","ICER values for treating UL with aboBoNT-A, onaBoNT-A, and praBoNT-A ranged from US$4669 to US$7541 per QALY.",c960b34e47782b89821ac542ef102c34
11749450,What were the ICER values for aboBoNT-A and onaBoNT-A in the treatment of post-stroke spasticity patients in Thailand (pmcid=11749450)?,"The ICER values for aboBoNT-A and onaBoNT-A in the treatment of post-stroke spasticity patients in Thailand ranged from US$7072 to US$15,182 per QALY.",c960b34e47782b89821ac542ef102c34
11749450,What budget outlay would be required for integrating BoNT-A treatment delivery into the healthcare system (pmcid=11749450)?,"Approximately US$413,246-US$966,103 would be required for integrating BoNT-A treatment delivery into the healthcare system.",c960b34e47782b89821ac542ef102c34
11749450,What is the conclusion regarding the effectiveness of BoNT-A in post-stroke patients (pmcid=11749450)?,BoNT-A effectively reduces focal spasticity and improves quality of life in post-stroke patients.,c960b34e47782b89821ac542ef102c34
11749450,What is the condition for inclusion of Botulinum toxin type A in the pharmaceutical reimbursement list in Thailand (pmcid=11749450)?,Price negotiations,c960b34e47782b89821ac542ef102c34
11416454,What transition will Japan be making in regards to COVID-19 vaccination for old adults and high-risk patients starting from the fall/winter season of 2024 (pmcid=11416454)?,Japan will be transitioning from the free-of-charge COVID-19 vaccination program to annual periodic vaccination under a national immunization program for old adults and high-risk patients starting from the fall/winter season of 2024.,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What may discourage vaccination according to the abstract sentence (pmcid=11416454)?,The policy transition including out-of-pocket payment requirement may discourage vaccination.,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What did the study aim to estimate in an illustrative prefecture of Japan (pmcid=11416454)?,The study aimed to estimate the impact of varying vaccination rates with the BNT162b2 COVID-19 mRNA vaccine on economics and public health in an illustrative prefecture of Japan.,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What outcomes were estimated in the combined cohort Markov decision tree model (pmcid=11416454)?,"The outcomes estimated in the combined cohort Markov decision tree model in the study with pmcid=11416454 were public health outcomes of COVID-19-related symptomatic cases, hospitalizations, and deaths; as well as economic outcomes including vaccine-related cost, non-vaccine-related medical cost, and productivity loss from the societal perspective.",b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What was examined in the base case scenario (pmcid=11416454)?,The impact on the outcomes when vaccination coverage changed from the reference value of 50% to upper and lower values.,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What type of analyses were performed in this study (pmcid=11416454)?,Scenario analyses were performed.,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What demonstrated improvement in all public health outcomes? (pmcid=11416454),Increase in the vaccination rate,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What was the total cost estimated for 3 years in a prefecture for COVID-19 vaccination with BNT162b2 (pmcid=11416454)?,The total cost estimated for 3 years in a prefecture for COVID-19 vaccination with BNT162b2 was JPY 339.92 billion (USD 2.59 billion).,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What was the impact of increasing the vaccination rate to 90% on the total cost in the study conducted by Nagano M (pmcid=11416454)?,"When the vaccination rate increased to 90%, the total cost decreased by JPY 4.88 billion (USD 37.11 million) (1.4%).",b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What was the impact on total cost when the vaccination rate decreased to 10% (pmcid=11416454)?,"When the vaccination rate decreased to 10%, the total cost increased by JPY 5.73 billion (USD 43.58 million) (1.7%).",b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What were the results consistent across in the scenario analyses (pmcid=11416454)?,Results were consistent across almost all scenario analyses.,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What is important from both public health and economic perspectives in Japan (pmcid=11416454)?,Maintaining a high vaccination rate with BNT162b2 is important from both public health and economic perspectives in Japan.,b1d3d6889f8ddce7abdd8c42d90ca1f4
11416454,What is the importance highlighted to local governments in the findings (pmcid=11416454)?,The importance highlighted to local governments in the findings is the continued effort to promote vaccination.,b1d3d6889f8ddce7abdd8c42d90ca1f4
10893703,What is important for healthy ageing according to the abstract sentence (pmcid=10893703)?,Fall prevention is important for healthy ageing.,d3519cd32df27543932252ce7a57326a
10893703,What were the two types of Lifestyle-integrated Functional Exercise Programs compared in the recent cost-effectiveness analysis (pmcid=10893703)?,The two types of Lifestyle-integrated Functional Exercise Programs compared in the recent cost-effectiveness analysis were the group-delivered Lifestyle-integrated Functional Exercise Program (gLiFE) and the individually-delivered program (LiFE).,d3519cd32df27543932252ce7a57326a
10893703,What was the aim of the current study (pmcid=10893703)?,"The aim of the current study was to analyze the budget impact of the Lifestyle-integrated Functional Exercise (LiFE) program and the group-based LiFE (gLiFE) program, compared with standard care in Germany.",d3519cd32df27543932252ce7a57326a
10893703,What was the time horizon of the Markov model developed in this study (pmcid=10893703)?,The time horizon of the Markov model developed in this study (pmcid=10893703) was 5 years.,d3519cd32df27543932252ce7a57326a
10893703,What were the intervention effects of LiFE and gLiFE shown to be in a non-inferiority trial (pmcid=10893703)?,The intervention effects of LiFE and gLiFE were shown to be equivalent in a non-inferiority trial.,d3519cd32df27543932252ce7a57326a
10893703,What costs were assessed in this study from a payer's perspective (pmcid=10893703)?,"Outpatient, inpatient, and intervention costs were assessed from a payer's perspective.",d3519cd32df27543932252ce7a57326a
10893703,What was assessed in sensitivity analyses (pmcid=10893703)?,The effect of parameter uncertainty,d3519cd32df27543932252ce7a57326a
10893703,What were the intervention costs for the LiFE program in Germany (pmcid=10893703)?,The intervention costs for the LiFE program in Germany were €510 million.,d3519cd32df27543932252ce7a57326a
10893703,"What were the health care expenditures over five years for those receiving standard care, LiFE, and gLiFE? (pmcid=10893703)","Health care expenditures over five years were €35,008 million for those receiving standard care, €35,416 million for those receiving LiFE, and €35,091 million for persons receiving gLiFE.",d3519cd32df27543932252ce7a57326a
10893703,How many deaths and falls could be prevented over 5 years by the LiFE and gLiFE programs in Germany (pmcid=10893703)?,"2700 deaths and 648,000 falls",d3519cd32df27543932252ce7a57326a
10893703,What had a major influence on cost savings for LiFE and gLiFE compared with standard care (pmcid=10893703)?,"Parameter uncertainties in the risk of falling, uptake of an intervention offer, and in the intervention effects had a major influence on cost savings for LiFE and gLiFE compared with standard care.",d3519cd32df27543932252ce7a57326a
10893703,"What results were revealed regarding cost savings for the LiFE and gLiFE programs compared to standard care, and for whom could these savings be achieved (pmcid=10893703)?","The results revealed that cost savings for the LiFE and gLiFE programs compared with standard care could only be achieved for individuals at high risk of falling, with gLiFE being superior to LiFE.",d3519cd32df27543932252ce7a57326a
10893703,"What should future research consider in relation to fall prevention beyond falls (e.g., physical activity, social aspects, and personal preferences of participants) (pmcid=10893703)?","Future research should consider benefits and aspects of fall prevention beyond falls, such as physical activity, social aspects, and personal preferences of participants.",d3519cd32df27543932252ce7a57326a
10893703,What was the registration identifier for the study (pmcid=10893703)?,NCT03462654,d3519cd32df27543932252ce7a57326a
9652901,"What has been previously evidenced regarding the effectiveness, safety, and cost-effectiveness of the use of Souvenaid for Alzheimer's disease (AD) (pmcid=9652901)?","The effectiveness, safety, and cost-effectiveness of the use of Souvenaid for Alzheimer's disease (AD) have been previously evidenced.",a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What is the need to assess in order to complete the economic analysis (pmcid=9652901)?,Whether society can afford it.,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What was the objective of the study conducted by Mar J in Spain (pmcid=9652901)?,The objective of the study conducted by Mar J in Spain (pmcid=9652901) was to carry out a budget impact analysis of the use of Souvenaid in patients with prodromal Alzheimer’s Disease in Spain from a societal perspective.,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What did the population model built in this study take into account (pmcid=9652901)?,"The population model built in this study took into account all the cohorts of individuals with Alzheimer's Disease, their individual progression, and the potential impact of Souvenaid treatment on their trajectories.",a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What data were obtained from mixed models (pmcid=9652901)?,Patient progression data,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What was the target population estimated based on in the study (pmcid=9652901)?,The target population was estimated based on the population forecast for 2020-2035 and the incidence of dementia.,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What was reproduced using mixed models in the study (pmcid=9652901)?,Individual progression to dementia,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What costs were included besides the costs of treatment and diagnosis in the budget impact analysis of the use of Souvenaid in patients with prodromal Alzheimer’s Disease in Spain (pmcid=9652901)?,Direct costs of medical and non-medical care and indirect costs were included besides the costs of treatment and diagnosis in the budget impact analysis of the use of Souvenaid in patients with prodromal Alzheimer's Disease in Spain.,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What did the epidemiological indicators and the distribution of life expectancy by stages validate in the study (pmcid=9652901)?,The epidemiological indicators and the distribution of life expectancy by stages validated the model in the study.,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What differences offset the incremental cost of diagnosis and treatment from the third year onwards (pmcid=9652901)?,The differences in the cost of dementia offset the incremental cost of diagnosis and treatment from the third year onwards.,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What were the costs of dependency and the intervention in the budget impact analysis of the use of Souvenaid in patients with prodromal Alzheimer’s Disease in Spain (pmcid=9652901)?,"The costs of dependency were €500 million/year, while the costs of the intervention were limited to €40 million.",a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What economic balance did Souvenaid achieve between costs and savings in patients with prodromal Alzheimer's Disease in Spain (pmcid=9652901)?,Souvenaid achieved a positive economic balance between costs and savings in patients with prodromal Alzheimer's Disease in Spain.,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What would be offset by savings in the care system for dependency associated with dementia from the third year (pmcid=9652901)?,The initial cost of using Souvenaid in the treatment of prodromal Alzheimer's Disease would be offset by savings in the care system for dependency associated with dementia from the third year.,a16ffc58119d658fbaa8e1d0fa8aea10
9652901,What perspective was taken into account in the budget impact analysis of the use of Souvenaid in patients with prodromal Alzheimer’s Disease in Spain (pmcid=9652901)?,"The budget impact analysis took into account a societal perspective, considering the effect of treatment on the use of health, social, and family resources.",a16ffc58119d658fbaa8e1d0fa8aea10
10373014,What is brolucizumab approved for treating (pmcid=10373014)?,Brolucizumab is approved for treating neovascular age-related macular degeneration (nAMD).,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What are the available treatment regimens for treating nAMD? (pmcid=10373014),Multiple treatment regimens are available for treating nAMD.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What are the different treatment regimens of brolucizumab analyzed in the budget impact analysis (pmcid=10373014)?,"The different treatment regimens of brolucizumab analyzed in the budget impact analysis are manufacturer-recommended regimens, pro re nata (PRN) regimens, and treat-and-extend (T&E) regimens.",8c9e23470d7e3893ef6c7f3a3174217c
10373014,What do most budget impact models predict in relation to adding a new drug to the formulary (pmcid=10373014)?,Most budget impact models predict the financial consequences of adding a new drug to the formulary based on the manufacturer-recommended regimen.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What is the objective of estimating the budget impact of different treatment regimens of brolucizumab in neovascular age-related macular degeneration from a US payer perspective (pmcid=10373014)?,The objective is to estimate the budget impact of different treatment regimens of brolucizumab in neovascular age-related macular degeneration from a US payer perspective.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What type of budget impact model was developed for different treatment regimens of brolucizumab (pmcid=10373014)?,A Microsoft Excel-based budget impact model.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What perspective was used to estimate the budget impact in the analysis (pmcid=10373014)?,The budget impact was estimated from a US patient population perspective.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What were the model inputs considered in the budget impact analysis of different treatment regimens of brolucizumab in neovascular age-related macular degeneration (pmcid=10373014)?,"The model inputs considered in the budget impact analysis of different treatment regimens of brolucizumab in neovascular age-related macular degeneration (pmcid=10373014) were drug costs, administration costs, physician visit costs, and disease monitoring costs.",8c9e23470d7e3893ef6c7f3a3174217c
10373014,What outcomes were included in the budget impact model (pmcid=10373014)?,"The outcomes included in the budget impact model were the cost per member per month, annual health plan cost, and the US patient population-based annual cost.",8c9e23470d7e3893ef6c7f3a3174217c
10373014,What was the focus of the scenario analysis conducted on the US population (pmcid=10373014)?,The focus of the scenario analysis conducted on the US population in the study with pmcid=10373014 was to account for the differences in the drug cost to the public and commercial payers in the treatment of neovascular age-related macular degeneration (nAMD).,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What type of analyses were conducted to test model assumptions and uncertainty in model inputs (pmcid=10373014)?,1-way sensitivity analyses were conducted.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What was the impact of adding brolucizumab to the formulary on the net budgetary impact under PRN and T&E regimens? (pmcid=10373014),The addition of brolucizumab to the formulary increased the net budgetary impact under PRN and T&E regimens.,8c9e23470d7e3893ef6c7f3a3174217c
10373014,What was the maximum increase in expenditure associated with the PRN regimen for a hypothetical health plan with 1 million enrollees (pmcid=10373014)?,"The maximum increase in expenditure associated with the PRN regimen for a hypothetical health plan with 1 million enrollees was $824,696.",8c9e23470d7e3893ef6c7f3a3174217c
