pmcid,first_author,title,source,year,abstract,type
12021199,Mvundura M,"Cost-effectiveness of wastewater-based environmental surveillance for SARS-CoV-2 in Blantyre, Malawi and Kathmandu, Nepal: A model-based study",PLOS Glob Public Health,2025,"- Wastewater-based environmental surveillance (ES) has been demonstrated to provide an early warning signal to predict variant-driven waves of pathogens such as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Our study evaluated the potential cost-effectiveness of ES for SARS-CoV-2 compared with clinical testing alone. We used the Covasim agent-based model of COVID-19 to simulate disease transmission for hypothetical populations in Blantyre, Malawi, and Kathmandu, Nepal. We simulated the introduction of a new immune-escaping variant over 6 months and estimated health outcomes (cases, deaths, and disability-adjusted life years [DALYs]) and economic impact when using ES to trigger a moderate proactive behavioral intervention (e.g., increased use of masks, social distancing) by policymakers versus no ES and hence a delayed reactive intervention. Costs considered included for ES, clinical testing, treatment, and productivity loss for the entire population due to implementation of the behavioral intervention. We calculated the incremental cost-effectiveness ratios and compared these with local willingness-to-pay thresholds: $61 for Malawi and $249 for Nepal. We performed sensitivity analyses to evaluate the impact of key assumptions on the results. Costs are reported in 2022 US dollars. We estimate that if ES were implemented, approximately 600 DALYs would be averted in Blantyre and approximately 300 DALYs averted in Kathmandu, over the six-month period. Considering health system costs, ES was cost-effective in Blantyre and cost-saving in Kathmandu. Cost-effectiveness of ES was highest in settings with low clinical surveillance, high disease severity, and high intervention effectiveness. However, from the societal perspective, ES may not be cost-effective depending on the magnitude of population-wide productivity losses associated with the proactive behavioral intervention and the cost-effectiveness threshold. SARS-CoV-2 ES has the potential to be a cost-saving or cost-effective tool from the health system perspective when linked to an effective public health response. From the societal perspective, however, the length of the behavioral intervention and its consequences for productivity losses of the entire population may make ES not cost-effective. Implementing ES for multiple pathogens may improve its cost-effectiveness.",cem
12040845,Feng W,Health economic evaluation of newborn hepatitis B immunization prevention strategies in Ningbo: a Markov modeling study,Front Public Health,2025,"- BACKGROUND: Hepatitis B virus (HBV) infection poses a significant public health challenge in China. The Prevention of mother-to-child Transmission (PMTCT) strategy of combining universal hepatitis B vaccination with hepatitis B immunoglobulin (HBIG) for newborns is crucial in preventing widespread infection. In this study, we conduct health economic evaluation of three strategies: PMTCT, universal vaccination, and non-vaccination for newborns in Ningbo, China. METHODS: This study developed a decision-Markov model and simulated a cohort of 100,000 newborns to assess the cost-effectiveness and cost-benefit of three strategies from a healthcare system perspective. The primary outputs included total costs, life-years (LYs), quality-adjusted life-years (QALYs), incremental cost-effectiveness ratios (ICERs), benefit-cost ratios (BCRs). One-way and probabilistic sensitivity analyses (PSA) were performed to verify the robustness of the model. RESULTS: Among the three strategies, the PMTCT results in the least disease burden and mortality related to hepatitis B. In comparison to a cohort of 100,000 unvaccinated infants, the PMTCT is expected to prevent 6,029 cases of acute symptomatic infections, 27,348 HBV carriers, 4,170 chronic infections, 3,597 cases of cirrhosis, 2,911 cases of hepatocellular carcinoma (HCC), and 3,930 HBV-related deaths. The ICERs for PMTCT and universal vaccination were - 56,371.77 yuan/QALY and - 56,654.77 yuan/QALY, respectively. The BCRs for PMTCT and universal vaccination were 19.13 and 15.95, respectively, when compared to no vaccination. The PSA revealed that all ICER scatter points are situated within the fourth quadrant, and the probability of PMTCT being cost-effective exceeds 90%. CONCLUSION: Implementing universal hepatitis B vaccination with HBIG for newborns in Ningbo demonstrated high cost-effectiveness, making the continuation of the PMTCT strategy highly recommended.",cem
12020218,Zhang T,Cost-effectiveness of chronic obstructive pulmonary disease population screening in China: based on individual data from WHO Collaborating Centre-initiated ‘Enjoying Breathing Program’,BMC Public Health,2025,"- BACKGROUND: Chronic obstructive pulmonary disease (COPD) imposes a significant and growing burden on China and the world. Early detection and diagnosis may be an effective way to alleviate this severe pressure on public health. The Enjoying Breathing Program (the Program), a nationwide one-time and two-step COPD screening and management program with long-term follow-up initiated by the World Health Organization Collaborating Centre (WHO CC), has demonstrated its significant clinical benefit. However, the cost-effectiveness of the Program remains unknown. METHODS: A lifetime Markov model was developed to compare the cost-effectiveness of the Program of COPD screening to no screening from a Chinese healthcare perspective. Patient-level data, including treatment rate, medication cost, transition probability, etc., were sourced from the Program. Other parameter data were sourced from published literature. RESULTS: Enjoying Breathing Program for COPD screening was proved probably cost-effective compared with no screening in China with an incremental cost of $118, and incremental health benefit gain of 0.021 quality-adjusted life years (QALYs), resulting in an incremental cost-effectiveness ratio (ICER) of $5,679/QALY which was much less than willingness-to-pay (WTP) of 1×Gross Domestic Product (GDP) per capita in 2022 ($11,814). Sensitivity analysis proved the robustness of the results and subgroup analysis demonstrated health benefits varied among different subgroups. Annual screening and higher compliance may further enhance the cost-effectiveness. CONCLUSIONS: Despite the underlying uncertainty, annual two-step COPD population screening in China may probably be cost-effective compared with no screening and deserves further large-scale implementation.",cem
12041463,Poprom N,Cost utility analysis of antibiotics compared with operative treatment in uncomplicated acute appendicitis,Sci Rep,2025,"- Appendicitis is the most common acute abdominal condition affecting general surgical practice. Recently, conservative treatment with antibiotics has been considered as an alternative. Therefore, this study was conducted to evaluate if antibiotics could be cost-effective compared to laparoscopic appendectomy or open appendectomy. A prospective study was undertaken to estimate health-related quality of life for antibiotic and operative treatment, and to ascertain costs in a cohort. A societal perspective incremental cost-effectiveness ratio (ICER) at 1 year after surgery was estimated. A probabilistic sensitivity analyses was performed. ICERs were estimated comparisons between individual antibiotics, laparoscopic appendectomy, and open appendectomy in uncomplicated acute appendicitis. Antibiotics showed improved cost savings compared to operative treatments with an ICER of -113,973.09 USD per quality adjusted life year at 1 year. Based on one year findings, antibiotics represent a lower cost treatment option with better cost-utility compared to operative treatment options in uncomplicated acute appendicitis patients. As such, antibiotic treatment can be initially considered as an alternative option where resources are limited to minimize complication rates associated with operative treatments.",cem
6262601,Dranitsaris G,Low-molecular-weight heparins for the prevention of recurrent venous thromboembolism in patients with cancer: A systematic literature review of efficacy and cost-effectiveness,J Oncol Pharm Pract,2017,"- BACKGROUND: Patients with cancer have an elevated risk of venous thromboembolism. Importantly, patients with cancer, who have metastatic disease, renal insufficiency, or are receiving anticancer therapy, have an even higher risk of a recurrent event. Similarly, the risk of recurrent venous thromboembolism is higher than the risk of an initial event. To reduce the risk, extended duration of prophylaxis for up to six months with low-molecular-weight heparins such as dalteparin, enoxaparin, nadroparin, and tinzaparin is recommended by international guidelines. In this paper, the clinical and economic literature is reviewed to provide evidenced based recommendations based on clinical benefit and economic value. METHODS: A systematic review of major databases was conducted from January 1996 to October 2016 for randomized controlled trials evaluating the four distinct low-molecular-weight heparins against a vitamin K antagonists control group for the prevention of recurrent venous thromboembolism in patients with active cancer. This was then followed by the application of the National Institute of Health and Clinical Excellence guidance to assess the quality of all trials that met the inclusion criteria. Finally, the cost-effectiveness literature supporting the value proposition of each product was reviewed. RESULTS: Six randomized trials met the inclusion criteria. There were one, two, and three trials that compared dalteparin, tinzaparin, and enoxaparin to a vitamin K antagonists control group. However, there were no trials for nadroparin in the setting of secondary venous thromboembolism prevention. In addition, only the dalteparin and one of the tinzaparin trials were of high quality and adequately powered. Of the two studies, only the dalteparin trial reported a statistically significant benefit in terms of venous thromboembolism absolute risk reduction when compared to a vitamin K antagonists control group (HR = 0.48; p = 0.002). In addition, there was robust pharmacoeconomic data from Canada, the Netherlands, France, and Austria supporting the cost-effectiveness of dalteparin for this indication. There were no such studies for any of the other agents. CONCLUSIONS: The totality of high-quality clinical and cost-effectiveness data supports the use of dalteparin over other low-molecular-weight heparins for preventing recurrent venous thromboembolism in patients with cancer.",slr_cem
9540264,Yuasa A,Systematic Literature Review of the Use of Productivity Losses/Gains in Cost-Effectiveness Analyses of Immune-Mediated Disorders,Adv Ther,2022,"- INTRODUCTION: In light of the lack of an agreed international standard for how to conduct cost-effectiveness analyses (CEAs), including cost-utility analyses (CUAs) from a societal perspective, there is uncertainty regarding to what extent the inclusion of productivity losses/gains in economic evaluations can affect cost-effectiveness results and subsequently decisions on whether to recommend new health technologies. To investigate this, we conducted a systematic review of CEAs and CUAs of drug-based therapies for a set of chronic immune-mediated disorders to understand how cost elements and calculation methods related to productivity losses/gains are used, examine the impact on the incremental cost-effectiveness ratio (ICER) of including productivity costs, and explore factors that affect the inclusion of productivity loss. METHODS: Databases (MEDLINE(®) In-process, MEDLINE, Embase and Cochrane Library) were searched from January 2010 to October 2020 by two independent reviewers for all CEAs and CUAs in adults with any of the following conditions: ankylosing spondylitis, chronic idiopathic urticaria, Crohn's disease, fibromyalgia, juvenile idiopathic arthritis, psoriasis, rheumatoid arthritis, systemic lupus erythematosus and ulcerative colitis. Relevant study data were extracted and evidence was synthesized for both qualitative and quantitative analysis. Productivity cost elements including absenteeism, presenteeism, unemployment/early retirement, premature mortality and informal care were extracted, along with the method used to determine them. A multivariate analysis was performed to identify factors associated with the inclusion of productivity loss. RESULTS: Our searches identified 5016 records, culminating in 198 unique studies from 234 publications following screening. Most of the studies investigated rheumatoid arthritis (37.0%) or psoriasis (32.0%). The majority were CUAs, with some including both a CEA and a CUA (73.0%). Most studies used a payer perspective only (28.5%) or a societal perspective only (21.0%). Of the 49 studies incorporating productivity losses/gains, 42 reported the type of cost element used; all of these used patient absenteeism, either alone or in addition with other elements. Only 16 studies reported the method used to value productivity changes, of which eight used a human capital approach, four used a friction cost approach and four used both approaches. Twenty-eight of the 49 studies (57.1%) reported inclusion of productivity losses/gains as contributing to more favourable cost-effectiveness outcomes and ICERs, while 12 (24.5%) reported no substantial impact. On the basis of a multivariate analysis, rheumatoid arthritis as the target disease had a statistically significant association with the inclusion of productivity loss compared with psoriasis and inflammatory bowel disease. CONCLUSIONS: The results of our review suggest that incorporating productivity cost elements may positively affect cost-effectiveness outcomes in evaluations of therapeutics for immune-mediated disorders. Our work highlights the continued need for clarity when reporting how CEAs and CUAs in this disease area are conducted, in order to better inform healthcare decision-making.",slr_cem
9490571,Song C,Systematic literature review of cost-effectiveness analyses of robotic-assisted radical prostatectomy for localised prostate cancer,BMJ Open,2022,"- OBJECTIVES: Review and assess cost-effectiveness studies of robotic-assisted radical prostatectomy (RARP) for localised prostate cancer compared with open radical prostatectomy (ORP) and laparoscopic radical prostatectomy (LRP). DESIGN: Systematic review. SETTING: PubMed, Embase, Scopus, International HTA database, the Centre for Reviews and Dissemination database and various HTA websites were searched (January 2005 to March 2021) to identify the eligible cost-effectiveness studies. PARTICIPANTS: Cost-effectiveness, cost-utility, or cost-minimization analyses examining RARP versus ORP or LRP were included in this systematic review. INTERVENTIONS: Different surgical approaches to treat localized prostate cancer: RARP compared with ORP and LRP. PRIMARY AND SECONDARY OUTCOME MEASURES: A structured narrative synthesis was developed to summarize results of cost, effectiveness, and cost-effectiveness results (eg, incremental cost-effectiveness ratio [ICER]). Study quality was assessed using the Consensus on Health Economic Criteria Extended checklist. Application of medical device features were evaluated. RESULTS: Twelve studies met inclusion criteria, 11 of which were cost-utility analyses. Higher quality-adjusted life-years and higher costs were observed with RARP compared with ORP or LRP in 11 studies (91%). Among four studies comparing RARP with LRP, three reported RARP was dominant or cost-effective. Among ten studies comparing RARP with ORP, RARP was more cost-effective in five, not cost-effective in two, and inconclusive in three studies. Studies with longer time horizons tended to report favorable cost-effectiveness results for RARP. Nine studies (75%) were rated of moderate or good quality. Recommended medical device features were addressed to varying degrees within the literature as follows: capital investment included in most studies, dynamic pricing considered in about half, and learning curve and incremental innovation were poorly addressed. CONCLUSIONS: Despite study heterogeneity, RARP was more costly and effective compared with ORP and LRP in most studies and likely to be more cost-effective, particularly over a multiple year or lifetime time horizon. Further cost-effectiveness analyses for RARP that more thoroughly consider medical device features and use an appropriate time horizon are needed. PROSPERO REGISTRATION NUMBER: CRD42021246811.",slr_cem
11332733,Chu P,"The clinical, economic, and humanistic burden of treatments for exocrine pancreatic insufficiency and cost-effectiveness of treatments: A systematic literature review",Medicine (Baltimore),2024,"- BACKGROUND: To examine the burden of exocrine pancreatic insufficiency (EPI), specifically the clinical impact of EPI on patients, their quality of life (QoL) and the cost-effectiveness of existing treatments. METHODS: A systematic literature review was conducted using key search terms for the clinical, economic, and humanistic burden. Databases were searched from 2010 to 2022, with articles screened independently by 2 reviewers at abstract and full-text stage against pre-defined eligibility criteria. RESULTS: Seventy-one publications were identified that reported relevant clinical, humanistic, and economic data. Prevalence and incidence of EPI varied across identified studies; EPI appears to be especially prevalent as a comorbid condition in patients with cystic fibrosis. EPI has a large impact on QoL, with lower QoL scores in patients with EPI compared with those without EPI. The instruments used to assess QoL, however, were inconsistent across studies. Where reported, economic burden studies highlighted that patients with EPI have higher healthcare resource utilization compared with those without, with costs increasing with disease severity. CONCLUSION: This systematic literature review highlights that patients with EPI have higher treatment costs and lower QoL scores than patients without EPI. The prevalence of EPI as a comorbid condition is high, particularly in patients with cystic fibrosis.",slr_cem
5125108,Pinyol C,A Systematic Literature Review on the Cost-Effectiveness of Apixaban for Stroke Prevention in Non-valvular Atrial Fibrillation,Cardiol Ther,2016,"- INTRODUCTION: Economic evaluations are becoming increasingly important due to limitations in economic resources, the expense of many new treatments, the need to allocate health spending as effectively as possible, and the need to inform decision makers. Based on the data from the apixaban studies (ARISTOTLE and AVERROES), several economic evaluations have been performed in various countries to demonstrate the efficacy of apixaban versus warfarin and aspirin or other new oral anticoagulants (NOACs) for preventing stroke in patients with non-valvular atrial fibrillation (NVAF).The aim of this study was to perform a systematic literature review of published economic evaluations with apixaban in the indication of stroke prevention in patients with NVAF. METHODS: A search in PubMed, Cochrane Library, Google Scholar, and Index Medicus Español was conducted in June 2015. Inclusion and exclusion criteria were established. The main characteristics were recorded for all relevant articles after being reviewed. In addition, a weighted version of the Drummond's checklist was used to further assess the quality of the selected studies. RESULTS: After review, 26 cost-effectiveness analyses through Markov models were included; the identified economic evaluations represent different willingness-to-pay (WTP) thresholds, discount rates, medical costs, and healthcare systems. Apixaban was compared with warfarin/acenocoumarol in 7 of them (27%), with warfarin/NOACs in 14 (54%), with aspirin in 2 (8%), and with warfarin/aspirin in 3 (11%). Models were conducted from Europe (69%), USA (23%), Australia (4%), and Latin America (4%). All models reported cost/quality-adjusted life years (QALYs) gained, 92% reported using a payer perspective, and 8% using a societal perspective; the median quality score of the selected studies was 89 (out of 119), with a range of 55-103. In models performed in Europe, incremental cost-effectiveness ratios (ICERs) of apixaban versus warfarin ranged from €5607/QALY to €57,245/QALY, while ICERs versus aspirin ranged from being dominant to €7334/QALY. In models carried out in the USA, ICERs of apixaban versus warfarin ranged from being dominant to $93,063/QALY. CONCLUSION: Different cost-effectiveness analyses suggest that apixaban is a cost-effective therapeutic option according to the WTP thresholds used in countries where cost-effectiveness analyses, were performed. FUNDING: BMS and Pfizer.",slr_cem
11127739,Londoño Trujillo D,Cost-Effectiveness of the Prenatal Detection of Congenital Heart Diseases: A Systematic Literature Review,J Health Econ Outcomes Res,2024,"- Background: Congenital heart disease is the most common congenital condition worldwide, with a prevalence of 80 cases per 10 000 live births. In addition to perinatal morbidity and mortality, it entails long-term consequences such as multiple surgeries, prolonged hospitalizations, lifelong cardiac follow-up, reduced quality of life, risk of heart failure, and premature mortality in adulthood. This significant health and economic burden on healthcare systems and families highlights the relevance of evaluating the cost-effectiveness of methods for early detection of this condition. Objective: To conduct a systematic literature review (SLR) to identify and analyze existing economic evaluations on prenatal detection of congenital heart diseases through ultrasound, focusing on the reported cost-effectiveness results and the methodological quality of the evaluated studies according to established criteria. Methods: An SLR of economic evaluations was conducted following PRISMA guidelines. A quantitative synthesis of key methodological components of each economic evaluation was performed. The incremental medical costs, effectiveness measures, and cost-effectiveness ratios reported in each study were compiled and compared. The methodological quality was assessed according to compliance with the 24 CHEERS criteria. Results: We found 785 articles, of which only 7 met all inclusion criteria. Most were cost-effectiveness analyses, with the most common outcome being number of cases detected. Screening with only 4-chamber views interpreted by general practitioners or cardiologists were dominant strategies compared with screening with 4-chamber plus outflow views interpreted by a general practitioner. Fetal echocardiography was most effective but most expensive. Screening with 4-chamber and outflow view, followed by referral to a specialist, were recommended as the least expensive strategy per defect detected. On average, articles met 17 of the 24 CHEERS criteria. Discussion: While recent cost-effectiveness analyses demonstrated improved methodological quality, there was a lack of homogeneity due to differences in comparators and population subgroups analyzed. Despite this heterogeneity, fetal ultrasonography screening was consistently identified as a cost-effective strategy, with its cost-effectiveness heavily influenced by the expertise of the interpreting physician. Conclusion: Most studies recommend implementing obstetric ultrasonography screening, without routine fetal echocardiography, for detecting congenital heart diseases.",slr_cem
10085926,Bozzani FM,"Costs and Cost-Effectiveness of Biomedical, Non-Surgical HIV Prevention Interventions: A Systematic Literature Review",Pharmacoeconomics,2022,"- BACKGROUND: Considerable evidence on the costs and cost-effectiveness of biomedical, non-surgical interventions to prevent human immunodeficiency virus (HIV) transmission has been generated over the last decade. This study aims to synthesize findings and identify remaining knowledge gaps to suggest future research priorities. METHODS: A systematic literature review was carried out in August 2020 using the MEDLINE, Embase, Global Health and EconLit databases to retrieve economic evaluations and costing studies of oral pre-exposure prophylaxis (PrEP), injectable long-acting PrEP, vaginal microbicide rings and gels, HIV vaccines and broadly neutralizing antibodies. Studies reporting costs from the provider or societal perspective were included in the analysis. Those reporting on behavioural methods of prevention, condoms and surgical approaches (voluntary medical male circumcision) were excluded. The quality of reporting of the included studies was assessed using published checklists. RESULTS: We identified 3007 citations, of which 87 studies were retained. Most were set in low- and middle-income countries (LMICs; n = 53) and focused on the costs and/or cost-effectiveness of oral PrEP regimens (n = 70). Model-based economic evaluations were the most frequent study design; only two trial-based cost-effectiveness analyses and nine costing studies were found. Less than half of the studies provided practical details on how the intervention would be delivered by the health system, and only three of these, all in LMICs, explicitly focused on service integration and its implication for delivery costs. 'Real-world' programme delivery mechanisms and costs of intervention delivery were rarely considered. PrEP technologies were generally found to be cost-effective only when targeting high-risk subpopulations. Single-dose HIV vaccines are expected to be cost-effective for all groups despite substantial uncertainty around pricing. CONCLUSIONS: A lack of primary, detailed and updated cost data, including above-service level costs, from a variety of settings makes it difficult to evaluate the cost-effectiveness of specific delivery modes at scale, or to evaluate strategies for services integration. Closing this evidence gap around real-world implementation is vital, not least because the strategies targeting high-risk groups that are recommended by PrEP models may incur substantially higher costs and be of limited practical feasibility in some settings.",slr_cem
10584165,Jahangiri R,Correction: Cost-effectiveness of fixed-dose combination pill (Polypill) in primary and secondary prevention of cardiovascular disease: A systematic literature review,PLoS One,2023,- [This corrects the article DOI: 10.1371/journal.pone.0271908.].,slr_cem
9333258,Jahangiri R,Cost-effectiveness of fixed-dose combination pill (Polypill) in primary and secondary prevention of cardiovascular disease: A systematic literature review,PLoS One,2022,"- BACKGROUND: A significant proportion of cardiovascular disease (CVD) morbidity and mortality could be prevented via the population-based and cost-effective interventions. A fixed-dose combination treatment is known as the polypill for the primary and secondary prevention of CVD has come up in recent years. PURPOSE: In order to provide recommendations for future economic evaluations, this systematic review aimed to review and assess the quality of published evidence on the cost-effectiveness of polypill in primary and secondary prevention of CVD, to identify the key drivers that impact the cost-effectiveness. METHODS: A systematic review of literature, following the PRISMA guidelines, was undertaken in the electronic databases. Two researchers identified the relevant studies according to inclusion and exclusion criteria. Consolidated Health Economic Evaluation Reporting Standards (CHEERS) checklist was used to quality assessment of included studies. ICERs value adjusted to 2020 United States Dollar using consumer price index (CPI) and purchasing power parity (PPP). Finally, data were summarized via a narrative synthesis. RESULTS: In total, 24 articles were identified based on the determined inclusion criteria. All studies met more than 50% of the CHEERS criteria. Adjusted incremental cost-effectiveness ratios varied from 24$ to 31000$(2020 US dollar) among the studies. The polypill resulted in the improved adherence and quality of life, at a price equal to or lower than multiple monotherapies. This price is typically below the commonly accepted thresholds or cost saving in both, primary and secondary prevention of CVD. The main identified cost-effectiveness drivers were the polypill price, adherence, age, CVD risk, and drug combination. CONCLUSIONS: This systematic review found that the polypill seemed to be a cost-effective intervention in primary and secondary prevention of CVD. However, it is necessary to conduct more economic evaluation studies based on the long-term clinical trials with large populations. Also, studies should consider how the polypill interacts with other primary and secondary preventive strategies as a complementary health strategy.",slr_cem
7340703,Kask G,Cost-Effectiveness of Operative Versus Non-Operative Treatment for Clavicle Fracture: a Systematic Literature Review,Curr Rev Musculoskelet Med,2020,"- PURPOSE OF REVIEW: Operative and non-operative treatment of midshaft clavicle fractures seems to yield comparative functional results. Furthermore, it has been suggested that surgery is more expensive compared with non-operative treatment of clavicle fracture. Cost-effectiveness seems to be more important in trends of treatment decisions. The purpose of this study is to investigate the cost-effectiveness of clavicle fracture treatment. RECENT FINDINGS: Seven publications were selected, and 5 studies showed that operative treatment is more expensive than non-operative treatment. The mean overall cost per person in discounted prices was 10,230 USD for operative and 7923 USD for non-operative treatment. The mean absence from work ranged 8-193 and 24-69 days for operative and non-operative treatment, respectively. Studies varied in methods of assessing the cost-effectiveness of treatment modalities. Based on this literature review, routine operative treatment seems to be more expensive. In some cases, operative treatment might be more cost-effective. In all studies, direct and indirect costs of health care were calculated, but a great heterogeneity exists in the sources of cost data between countries. The cost-effectiveness of the treatment of clavicle fracture depends strongly on the cost of operative treatment and length of absence from work. Cost-effectiveness analysis could be a routine in RCT studies in the future.",slr_cem
8639520,Luo Z,Budget Impact Analysis of Diabetes Drugs: A Systematic Literature Review,Front Public Health,2021,"- Background: Budget impact analysis (BIA) is an economic assessment that estimates the financial consequences of adopting a new intervention. BIA is used to make informed reimbursement decisions, as a supplement to cost-effectiveness analyses (CEAs). Objectives: We systematically reviewed BIA studies associated with anti-diabetic drugs and assessed the extent to which international BIA guidelines were followed in these studies. Methods: We conducted a literature search on PubMed, Web of Science, Econlit, Medline, China National Knowledge Infrastructure (CNKI), Wanfang Data knowledge Service platform from database inception to June 30, 2021. ISPOR good practice guidelines were used as a methodological standard for assessing BIAs. We extracted and compared the study characteristics outlined by the ISPOR BIA Task Force to evaluate the guideline compliance of the included BIA. Results: A total of eighteen studies on the BIA for anti-diabetic drugs were identified. More than half studies were from developed countries. Seventeen studies were based on model and one study was based on real-world data. Overall, analysis considered a payer perspective, reported potential budget impacts over 1-5 years. Assumptions were mainly made about target population size, market share uptake of new interventions, and scope of cost. The data used for analysis varied among studies and was rarely justified. Model validation and sensitivity analysis were lacking in the current BIA studies. Rebate analysis was conducted in a few studies to explore the price discount that was required for new interventions to demonstrate cost equivalence to comparators. Conclusion: Existing studies evaluating budget impact for anti-diabetic drugs vary greatly in methodology, some of which showed low compliance to good practice guidelines. In order for the BIA to be useful for assisting in health plan decision-making, it is important for future studies to optimize compliance to national or ISPOR good practice guidelines on BIA. Model validation and sensitivity analysis should also be improved in future BIA studies. Continued improvement of BIA using real-world data is necessary to ensure high-quality analyses and to provide reliable results.",slr_bim
10993388,Zhang M,The cost-effectiveness of syphilis screening in pregnant women: a systematic literature review,Front Public Health,2024,"- INTRODUCTION: The cost-effectiveness study of syphilis screening in pregnant women has not been synthesized. This study aimed to synthesize the economic evidence on the cost-effectiveness of syphilis screening in pregnant women that might contribute to making recommendations on the future direction of syphilis screening approaches. METHODS: We systematically searched MEDLINE, PubMed, and Web of Science databases for relevant studies published before 19 January 2023 and identified the cost-effectiveness analyses for syphilis screening in pregnant women. The methodological design quality was appraised by the Consolidated Health Economic Evaluation Reporting Standards (CHEERS) 2022 checklist. RESULTS: In total, 17 literature met the eligibility criteria for a full review. Of the 17 studies, four evaluated interventions using different screening methods, seven assessed a combination of syphilis testing and treatment interventions, three focused on repeat screening intervention, and four evaluated the interventions that integrated syphilis and HIV testing. The most cost-effective strategy appeared to be rapid syphilis testing with high treatment rates in pregnant women who were positive. DISCUSSION: The cost-effectiveness of syphilis screening for pregnancy has been widely demonstrated. It is very essential to improve the compliance with maternal screening and the treatment rates for positive pregnant women while implementing screening.",slr_cem
7713190,Woods JB,Clinical effectiveness and cost effectiveness of individual mental health workers colocated within primary care practices: a systematic literature review,BMJ Open,2020,"- OBJECTIVES: Mental health disorders contribute significantly to the global burden of disease and lead to extensive strain on health systems. The integration of mental health workers into primary care has been proposed as one possible solution, but evidence of clinical and cost effectiveness of this approach is unclear. We reviewed the clinical and cost effectiveness of mental health workers colocated within primary care practices. DESIGN: Systematic literature review. DATA SOURCES: We searched the Medline, Embase, PsycINFO, Healthcare Management Information Consortium (HMIC) and Global Health databases. ELIGIBILITY CRITERIA: All quantitative studies published before July 2019 were eligible for the review; participants of any age and gender were included. Studies did not need to report a certain outcome measure or comparator in order to be eligible. DATA EXTRACTION AND SYNTHESIS: Data were extracted using a standardised table; however, pooled analysis proved unfeasible. Studies were assessed for risk of bias using the Risk Of Bias In Non-randomised Studies - of Interventions (ROBINS-I) tool and the Cochrane collaboration's tool for assessing risk of bias in randomised trials. RESULTS: Fifteen studies from four countries were included. Mental health worker integration was associated with mental health benefits to varied populations, including minority groups and those with comorbid chronic diseases. Furthermore, the interventions were correlated with high patient satisfaction and increases in specialist mental health referrals among minority populations. However, there was insufficient evidence to suggest clinical outcomes were significantly different from usual general practitioner care. CONCLUSIONS: While there appear to be some benefits associated with mental health worker integration in primary care practices, we found insufficient evidence to conclude that an onsite primary care mental health worker is significantly more clinically or cost effective when compared with usual general practitioner care. There should therefore be an increased emphasis on generating new evidence from clinical trials to better understand the benefits and effectiveness of mental health workers colocated within primary care practices.",slr_cem
9819735,Steijger D,Challenges and Limitations in Distributional Cost-Effectiveness Analysis: A Systematic Literature Review,Int J Environ Res Public Health,2022,"- BACKGROUND: Cost-effectiveness is a tool to maximize health benefits and to improve efficiency in healthcare. However, efficient outcomes are not always the most equitable ones. Distributional cost-effectiveness analysis (DCEA) offers a framework for incorporating equity concerns into cost-effectiveness analysis. OBJECTIVE: This systematic review aims to outline the challenges and limitations in applying DCEA in healthcare settings. METHODS: We searched Medline, Scopus, BASE, APA Psych, and JSTOR databases. We also included Google Scholar. We searched for English-language peer-reviewed academic publications, while books, editorials and commentary papers were excluded. Titles and abstract screening, full-text screening, reference list reviews, and data extraction were performed by the main researcher. Another researcher checked every paper for eligibility. Details, such as study population, disease area, intervention and comparators, costs and health effects, cost-effectiveness findings, equity analysis and effects, and modelling technique, were extracted. Thematic analysis was applied, focusing on challenges, obstacles, and gaps in DCEA. RESULTS: In total, 615 references were identified, of which 18 studies met the inclusion criteria. Most of these studies were published after 2017. DCEA studies were mainly conducted in Europe and Africa and used quality health-adjusted measurements. In the included studies, absolute inequality indices were used more frequently than relative inequality indices. Every stage of the DCEA presented challenges and/or limitations. CONCLUSION: This review provides an overview of the literature on the DCEA in healthcare as well as the challenges and limitations related to the different steps needed to conduct the analysis. In particular, we found problems with data availability, the relative unfamiliarity of this analysis among policymakers, and challenges in estimating differences among socioeconomic groups.",slr_cem
9998021,Belay YB,Cost Effectiveness of Pharmacological and Non-pharmacological Treatments for Depression in Low- and Middle-Income Countries: A Systematic Literature Review,Pharmacoeconomics,2023,"- BACKGROUND: Various treatment approaches are available for depression. Given the scarcity of healthcare resources, it is important to optimise treatment availability in an efficient manner. Economic evaluations can inform the optimal allocation of healthcare resources. However, there is currently no review synthesising what is known about the cost effectiveness of treatments for depression in low- and middle-income countries (LMICs). METHODS: This review identified articles from six database searches: APA PsycINFO, CINAHL Complete, Cochrane Library, EconLit, Embase and MEDLINE Complete. Trial- and model-based economic evaluations published between 1 January 2000 and 3 December 2022 were included. The quality of health economic studies (QHES) instrument was used to assess the quality of the included papers. RESULTS: This review comprised 22 articles, with most studies (N = 17) focusing exclusively on the adult population. Even though evidence regarding the cost effectiveness of antidepressants for treating various forms of depression was inconsistent; an atypical antipsychotic (aripiprazole) was frequently reported to be cost effective for treatment-resistant depression. Task shifting (aka task sharing) to lay health workers or non-specialist health care providers appeared to be a cost-effective approach for treating depression in LMICs. CONCLUSIONS: Overall, this review found mixed evidence on the cost effectiveness of depression treatment choices among LMICs, with some indication that task sharing with lay health workers may be cost effective. Future research will be needed to fill the gaps around the cost effectiveness of depression treatments in younger people and beyond healthcare facilities.",slr_cem
