SLR_pmcid_tbl,single_studies,question,answer
8639520_Table_3,Wehler et al.: 27; Gout-Zwart et al.: 19; Laranjeira et al.: 21; Catic et al.: 15; Marga et al.: 18; Elsisi et al.: 17; Deerochanawong et al.: 16; Stefano et al.: 14; Lane et al.: 20; Nita et al.: 23; Saunders et al.: 24; Shah et al.: 25; Weatherall et al.: 26; Xuan et al.: 12; Liu et al.: 11; Guan et al.: 10; Napoli et al.: 22; Agirrezabal et al.: 19,How are the frameworks described in these studies?,Wehler et al. (27): Framework description provided; Gout-Zwart et al. (19): Framework description provided; Laranjeira et al. (21): Framework description not provided; Catic et al. (15): Framework description provided; Marga et al. (18): Framework description not provided; Elsisi et al. (17): Framework description provided; Deerochanawong et al. (16): Framework description provided; Stefano et al. (14): Framework description not provided; Lane et al. (20): Framework description provided; Nita et al. (23): Framework description not provided; Saunders et al. (24): Framework description provided; Shah et al. (25): Framework description provided; Weatherall et al. (26): Framework description provided; Xuan et al. (12): Framework description provided; Liu et al. (11): Framework description provided; Guan et al. (10): Framework description provided; Napoli et al. (22): Framework description provided; Agirrezabal et al. (13): Framework description not provided
8639520_Table_3,Wehler et al.: 27; Gout-Zwart et al.: 19; Laranjeira et al.: 21; Catic et al.: 15; Marga et al.: 18; Elsisi et al.: 17; Deerochanawong et al.: 16; Stefano et al.: 14; Lane et al.: 20; Nita et al.: 23; Saunders et al.: 24; Shah et al.: 25; Weatherall et al.: 26; Xuan et al.: 12; Liu et al.: 11; Guan et al.: 10; Napoli et al.: 22; Agirrezabal et al.: 20,What data collection methods and sources are utilized in these studies?,Wehler et al. (27): Data collection and sources are utilized.; Gout-Zwart et al. (19): Data collection and sources are utilized.; Laranjeira et al. (21): Data collection and sources are utilized.; Catic et al. (15): Data collection and sources are utilized.; Marga et al. (18): Data collection and sources are utilized.; Elsisi et al. (17): Data collection and sources are utilized.; Deerochanawong et al. (16): Data collection and sources are utilized.; Stefano et al. (14): Data collection and sources are utilized.; Lane et al. (20): Data collection and sources are utilized.; Nita et al. (23): Data collection and sources are utilized.; Saunders et al. (24): Data collection and sources are utilized.; Shah et al. (25): Data collection and sources are utilized.; Weatherall et al. (26): Data collection and sources are utilized.; Xuan et al. (12): Data collection and sources are utilized.; Liu et al. (11): Data collection and sources are utilized.; Guan et al. (10): Data collection and sources are utilized.; Napoli et al. (22): Data collection and sources are utilized.; Agirrezabal et al. (13): Data collection and sources are not utilized.
8639520_Table_3,Wehler et al.: 27; Gout-Zwart et al.: 19; Laranjeira et al.: 21; Catic et al.: 15; Marga et al.: 18; Elsisi et al.: 17; Deerochanawong et al.: 16; Stefano et al.: 14; Lane et al.: 20; Nita et al.: 23; Saunders et al.: 24; Shah et al.: 25; Weatherall et al.: 26; Xuan et al.: 12; Liu et al.: 11; Guan et al.: 10; Napoli et al.: 22; Agirrezabal et al.: 21,How is validation conducted in these studies?,Wehler et al. (27): Validation is conducted.; Gout-Zwart et al. (19): Validation is conducted.; Laranjeira et al. (21): Validation is conducted.; Catic et al. (15): Validation is not conducted.; Marga et al. (18): Validation is not conducted.; Elsisi et al. (17): Validation is conducted.; Deerochanawong et al. (16): Validation is not conducted.; Stefano et al. (14): Validation is not conducted.; Lane et al. (20): Validation is not conducted.; Nita et al. (23): Validation is not conducted.; Saunders et al. (24): Validation is not conducted.; Shah et al. (25): Validation is not conducted.; Weatherall et al. (26): Validation is not conducted.; Xuan et al. (12): Validation is not conducted.; Liu et al. (11): Validation is not conducted.; Guan et al. (10): Validation is not conducted.; Napoli et al. (22): Validation is not conducted.; Agirrezabal et al. (13): Validation is not conducted.
8639520_Table_3,Wehler et al.: 27; Gout-Zwart et al.: 19; Laranjeira et al.: 21; Catic et al.: 15; Marga et al.: 18; Elsisi et al.: 17; Deerochanawong et al.: 16; Stefano et al.: 14; Lane et al.: 20; Nita et al.: 23; Saunders et al.: 24; Shah et al.: 25; Weatherall et al.: 26; Xuan et al.: 12; Liu et al.: 11; Guan et al.: 10; Napoli et al.: 22; Agirrezabal et al.: 22,What sensitivity analyses are performed in these studies?,Wehler et al. (27): Performed; Gout-Zwart et al. (19): Performed; Laranjeira et al. (21): Performed; Catic et al. (15): Not performed; Marga et al. (18): Performed; Elsisi et al. (17): Performed; Deerochanawong et al. (16): Performed; Stefano et al. (14): Not performed; Lane et al. (20): Not performed; Nita et al. (23): Performed; Saunders et al. (24): Performed; Shah et al. (25): Not performed; Weatherall et al. (26): Performed; Xuan et al. (12): Not performed; Liu et al. (11): Performed; Guan et al. (10): Performed; Napoli et al. (22): Not performed; Agirrezabal et al. (13): Not performed
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,Who are the authors of these studies?,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,What are the titles of these studies?,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,In which years were these studies published?,Brown et al19: 1998; Vintzileos et al17: 2000; Vanara et al13: 2004; Pinto et al18: 2014; Mistry et al14: 2013; Chung et al15: 2020; Finneran et al16: 2019
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,Which countries are covered in these studies?,Brown et al19: UK; Vintzileos et al17: USA; Vanara et al13: Italy; Pinto et al18: USA; Mistry et al14: UK; Chung et al15: USA; Finneran et al16: USA
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,What are the study populations in these studies?,Brown et al19: Pregnant womenEvaluate lethal anomalies in the fetus; Vintzileos et al17: Pregnant women with low obstetric risk (fetus malformations); Vanara et al13: Pregnant women between the 19th and 21st weekEvaluate structural fetal malformations; Pinto et al18: Pregnant women with low obstetric riskEvaluate the presence of CHD in the fetus; Mistry et al14: Pregnant women with “standard risk” to evaluate the presence of CHD in the fetus; Chung et al15: Women who got pregnant through IVF divided into 2 subgroups: IVF with conventional fertilization and IVF with ICSI; Finneran et al16: Pregnant women with a diagnosis of pregestational diabetes
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,What perspectives are used in these studies?,Brown et al19: NHS; Vintzileos et al17: Society; Vanara et al13: Sanitary Authority; Pinto et al18: Payer; Mistry et al14: NHS; Chung et al15: Society; Finneran et al16: Not reported
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,What interventions are analyzed in these studies?,"Brown et al19: Routine US during 1st trimester; Vintzileos et al17: US in a tertiary-level center; Vanara et al13: Structured gestational screening program with US to detect fetus malformations.; Pinto et al18: US during the 2nd trimester with 4C view and subsequent referral to MFM, (4C MFM); Mistry et al14: CHD screening with telemedicine; Chung et al15: Anatomical ultrasonographySelective fetal echocardiography after abnormal detailed anatomical study; Finneran et al16: US"
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,What comparisons are made in these studies?,"Brown et al19: Routine US during 1st trimester vs. Do not perform US, US and NT in the 1st trimester, US in 2nd trimester, US in 3rd trimester, Different combinations between options; Vintzileos et al17: US in a tertiary-level center vs. US in primary- and secondary-level centers.; Vanara et al13: Structured gestational screening program with US to detect fetus malformations vs. No structured screening program; Pinto et al18: US during the 2nd trimester with 4C view and subsequent referral to MFM vs. US during 2nd trimester with 4C and subsequent referral to a pediatric cardiologist, US during 2nd trimester with 4C + outflow tracts, subsequent referral to MFM, US during 2nd trimester with 4C + outflow tracts, subsequent referral to pediatric cardiologist, US during 2nd trimester with 4C + outflow tracts performed by MFM, subsequent referral to pediatric cardiologist, Stepped screening with NT in the 1st trimester, followed by US with view of outflow tracts in the 2nd trimester, Universal fetal echocardiography; Mistry et al14: CHD screening with telemedicine vs. Usual in-person management; Chung et al15: Anatomical ultrasonography, Selective fetal echocardiography after abnormal detailed anatomical study vs. Fetal echocardiography for all IVF pregnancies with ICSI, Fetal echocardiography for all IVF pregnancies; Finneran et al16: US vs. Echocardiography for all patients with elevated A1c hemoglobin, Selective echocardiography only after an abnormal US"
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,What types of economic evaluations are conducted in these studies?,Brown et al19: Cost-effectiveness; Vintzileos et al17: Cost-benefit; Vanara et al13: Cost-effectiveness; Pinto et al18: Cost effectiveness; Mistry et al14: Cost utility; Chung et al15: Cost utility; Finneran et al16: Cost effectiveness
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,What outcome indicators are used in these studies?,Brown et al19: Detected anomalies; Vintzileos et al17: Avoided costs; Vanara et al13: Detected anomalies; Pinto et al18: CHD cases detected; Mistry et al14: QALY; Chung et al15: QALY and CHD cases detected; Finneran et al16: CHD cases detected
11127739_Table_1.,Brown et al19: Choosing options for ultrasound screening in pregnancy and comparing cost effectiveness: a decision analysis approach; Vintzileos et al17: Routine second-trimester ultrasonography in the United States: a cost-benefit analysis; Vanara et al13: Economic evaluation of ultrasound screening options for structural fetal malformations; Pinto et al18: Cost-effectiveness of prenatal screening strategies for congenital heart disease; Mistry et al14: The cost-effectiveness of prenatal detection for congenital heart disease using telemedicine screening; Chung et al15: The cost-effectiveness of prenatal congenital heart defect screening methods in In vitro fertilization (IVF) pregnancies; Finneran et al16: The accuracy and cost-effectiveness of selective fetal echocardiography for the diagnosis of congenital heart disease in patients with pregestational diabetes stratified by hemoglobin A1c,What are the sources and types of costs considered in these studies?,"Brown et al19: Direct medical costs. Sources: Literature review and NHS reported rates; Vintzileos et al17: Direct and indirect costs. Source: Waitzman et al (1994 and 1998); Vanara et al13: Direct costs from NHS records. Source: Vintzileos et al (2000); Pinto et al18: Direct medical costs. Source: 2012 National Medicare Rates; Mistry et al14: Direct costs. Sources: Literature review and expert opinions; Chung et al15: Direct and indirect costs. Sources: Literature review, Medicare, and Medicaid; Finneran et al16: Direct medical cost. Source: Medicare rates"
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 13,What references are cited in these studies?,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 13
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 14,In which years were these studies conducted?,Wehler et al. (27): 2020; Gout-Zwart et al. (19): 2020; Laranjeira et al. (21): 2016; Catic et al. (15): 2017; Marga et al. (18): 2017; Elsisi et al. (17): 2020; Deerochanawong et al. (16): 2018; Stefano et al. (14): 2015; Lane et al. (20): 2018; Nita et al. (23): 2012; Saunders et al. (24): 2014; Shah et al. (25): 2018; Weatherall et al. (26): 2017; Xuan et al. (12): 2019; Liu et al. (11): 2018; Guan et al. (10): 2016; Napoli et al. (22): 2020; Agirrezabal et al. (13): 2020
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 15,Which countries are covered in these studies?,Wehler et al. (27): United State; Gout-Zwart et al. (19): Netherlands; Laranjeira et al. (21): Brazil; Catic et al. (15): Bosnia and Herzegovina; Marga et al. (18): Spain; Elsisi et al. (17): Egypt; Deerochanawong et al. (16): Thailand; Stefano et al. (14): Italy; Lane et al. (20): United State; Nita et al. (23): Brazil; Saunders et al. (24): United State; Shah et al. (25): United State; Weatherall et al. (26): United State; Xuan et al. (12): China; Liu et al. (11): China; Guan et al. (10): China; Napoli et al. (22): Italy; Agirrezabal et al. (13): England
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 16,Are these studies sponsored by pharmaceutical industries?,Wehler et al. (27): Yes; Gout-Zwart et al. (19): Yes; Laranjeira et al. (21): No; Catic et al. (15): NR; Marga et al. (18): Yes; Elsisi et al. (17): Yes; Deerochanawong et al. (16): Yes; Stefano et al. (14): Yes; Lane et al. (20): Yes; Nita et al. (23): Yes; Saunders et al. (24): Yes; Shah et al. (25): Yes; Weatherall et al. (26): Yes; Xuan et al. (12): NR; Liu et al. (11): NR; Guan et al. (10): NR; Napoli et al. (22): Yes; Agirrezabal et al. (13): NR
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 17,What perspectives are used in these studies?,Wehler et al. (27): Payer; Gout-Zwart et al. (19): Payer; Laranjeira et al. (21): Public health system; Catic et al. (15): Payer; Marga et al. (18): National Healthcare Service; Elsisi et al. (17): Payer & society; Deerochanawong et al. (16): Payer; Stefano et al. (14): National Healthcare Service; Lane et al. (20): Payer; Nita et al. (23): Private health care system; Saunders et al. (24): Payer; Shah et al. (25): Payer; Weatherall et al. (26): Payer; Xuan et al. (12): Payer; Liu et al. (11): Payer; Guan et al. (10): Payer; Napoli et al. (22): National Healthcare Service; Agirrezabal et al. (13): NR
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 18,What types of research are conducted in these studies?,Wehler et al. (27): BIA only; Gout-Zwart et al. (19): BIA only; Laranjeira et al. (21): BIA only; Catic et al. (15): BIA only; Marga et al. (18): BIA only; Elsisi et al. (17): BIA only; Deerochanawong et al. (16): BIA only; Stefano et al. (14): BIA only; Lane et al. (20): BIA only; Nita et al. (23): CEA & BIA; Saunders et al. (24): CEA & BIA; Shah et al. (25): CEA & BIA; Weatherall et al. (26): BIA only; Xuan et al. (12): BIA only; Liu et al. (11): BIA only; Guan et al. (10): BIA only; Napoli et al. (22): BIA only; Agirrezabal et al. (13): BIA only
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 19,Which research foundations are associated with these studies?,Wehler et al. (27): Model; Gout-Zwart et al. (19): Model; Laranjeira et al. (21): Model; Catic et al. (15): Model; Marga et al. (18): Model; Elsisi et al. (17): Model; Deerochanawong et al. (16): Model; Stefano et al. (14): Model; Lane et al. (20): Model; Nita et al. (23): Model; Saunders et al. (24): Model; Shah et al. (25): Model; Weatherall et al. (26): Model; Xuan et al. (12): Model; Liu et al. (11): Model; Guan et al. (10): Model; Napoli et al. (22): Model; Agirrezabal et al. (13): RWD
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 20,What interventions are examined in these studies?,Wehler et al. (27): Oral semaglutide; Gout-Zwart et al. (19): Metformin SR; Laranjeira et al. (21): Long-acting insulin analogs; Catic et al. (15): Linagliptin; Marga et al. (18): Continuous subcutaneous insulin infusion (CSII); Elsisi et al. (17): Dapagliflozin; Deerochanawong et al. (16): Biphasic insulin aspart30 (BIAsp 30); Stefano et al. (14): Liraglutide; Lane et al. (20): Insulin degludec; Nita et al. (23): Saxagliptine; Saunders et al. (24): Stepwise addition (SWA) of bolus insulin; Shah et al. (25): Liraglutide; Weatherall et al. (26): Insulin degludec; Xuan et al. (12): Benaglutide; Liu et al. (11): Dapagliflozin; Guan et al. (10): Vildagliptin; Napoli et al. (22): Insulin glargine U300; Agirrezabal et al. (13): Insulin glargine biosimilars (Abasaglar®)
8639520_Table_1,Wehler et al. (27): 27; Gout-Zwart et al. (19): 19; Laranjeira et al. (21): 21; Catic et al. (15): 15; Marga et al. (18): 18; Elsisi et al. (17): 17; Deerochanawong et al. (16): 16; Stefano et al. (14): 14; Lane et al. (20): 20; Nita et al. (23): 23; Saunders et al. (24): 24; Shah et al. (25): 25; Weatherall et al. (26): 26; Xuan et al. (12): 12; Liu et al. (11): 11; Guan et al. (10): 10; Napoli et al. (22): 22; Agirrezabal et al. (13): 21,What are the target populations in these studies?,"Wehler et al. (27): T2DM uncontrolled with metformin and received sitagliptin treatment; Gout-Zwart et al. (19): T2DM used metformin IR but suffered from AEs and newly diagnosed T2DM; Laranjeira et al. (21): T1DM; Catic et al. (15): T2DM with DPP-4i treatment; Marga et al. (18): T1DM that experienced recurrent severe hypoglycemia episodes; Elsisi et al. (17): T2DM; Deerochanawong et al. (16): T2DM who needed insulin; Stefano et al. (14): T2DM patients receiving GLP-1, DPP-4i and SGLT-2i treatments; Lane et al. (20): T1DMBBT and T2DMBOT; Nita et al. (23): T2DM with uncontrolled blood glucose on metformin; Saunders et al. (24): T2DM patients intensifying to FBB or SWA; Shah et al. (25): T2DM that received GLP-1 treatment; Weatherall et al. (26): T1DMBBT,T2DMBOT and T2DMBBT; Xuan et al. (12): T2DM received treatments; Liu et al. (11): T2DM received treatments; Guan et al. (10): T2DM received OAD treatments; Napoli et al. (22): T2DM insulin-naïve patients; Agirrezabal et al. (13): NA"
